Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P0C869	PA24B_HUMAN	reviewed	Cytosolic phospholipase A2 beta (cPLA2-beta) (EC 3.1.1.4) (Phospholipase A2 group IVB)	PLA2G4B	Homo sapiens (Human)	781
Q68DD2	PA24F_HUMAN	reviewed	Cytosolic phospholipase A2 zeta (cPLA2-zeta) (EC 3.1.1.4) (Phospholipase A2 group IVF)	PLA2G4F	Homo sapiens (Human)	849
Q5R387	PA2GC_HUMAN	reviewed	Putative inactive group IIC secretory phospholipase A2 (Phosphatidylcholine 2-acylhydrolase-like protein GIIC)	PLA2G2C	Homo sapiens (Human)	149
P39877	PA2G5_HUMAN	reviewed	Calcium-dependent phospholipase A2 (EC 3.1.1.4) (Group V phospholipase A2) (PLA2-10) (Phosphatidylcholine 2-acylhydrolase 5)	PLA2G5	Homo sapiens (Human)	138
Q9P0J0	NDUAD_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)	NDUFA13 GRIM19 CDA016 CGI-39	Homo sapiens (Human)	144
Q8NHP8	PLBL2_HUMAN	reviewed	Putative phospholipase B-like 2 (EC 3.1.1.-) (76 kDa protein) (p76) (LAMA-like protein 2) (Lamina ancestor homolog 2) (Phospholipase B domain-containing protein 2) [Cleaved into: Putative phospholipase B-like 2 32 kDa form; Putative phospholipase B-like 2 45 kDa form]	PLBD2	Homo sapiens (Human)	589
P22307	NLTP_HUMAN	reviewed	Non-specific lipid-transfer protein (NSL-TP) (EC 2.3.1.176) (Propanoyl-CoA C-acyltransferase) (SCP-chi) (SCPX) (Sterol carrier protein 2) (SCP-2) (Sterol carrier protein X) (SCP-X)	SCP2	Homo sapiens (Human)	547
Q05586	NMDZ1_HUMAN	reviewed	Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1)	GRIN1 NMDAR1	Homo sapiens (Human)	938
O00624	NPT3_HUMAN	reviewed	Sodium-dependent phosphate transport protein 3 (Na(+)/PI cotransporter 3) (Sodium/phosphate cotransporter 3) (Solute carrier family 17 member 2)	SLC17A2 NPT3	Homo sapiens (Human)	439
Q13133	NR1H3_HUMAN	reviewed	Oxysterols receptor LXR-alpha (Liver X receptor alpha) (Nuclear receptor subfamily 1 group H member 3)	NR1H3 LXRA	Homo sapiens (Human)	447
O75469	NR1I2_HUMAN	reviewed	Nuclear receptor subfamily 1 group I member 2 (Orphan nuclear receptor PAR1) (Orphan nuclear receptor PXR) (Pregnane X receptor) (Steroid and xenobiotic receptor) (SXR)	NR1I2 PXR	Homo sapiens (Human)	434
Q8TCD5	NT5C_HUMAN	reviewed	5'(3')-deoxyribonucleotidase, cytosolic type (EC 3.1.3.-) (Cytosolic 5',3'-pyrimidine nucleotidase) (Deoxy-5'-nucleotidase 1) (dNT-1)	NT5C DNT1 UMPH2	Homo sapiens (Human)	201
P49683	PRLHR_HUMAN	reviewed	Prolactin-releasing peptide receptor (PrRP receptor) (PrRPR) (G-protein coupled receptor 10) (hGR3)	PRLHR GPR10 GR3	Homo sapiens (Human)	370
Q9H488	OFUT1_HUMAN	reviewed	GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1)	POFUT1 FUT12 KIAA0180	Homo sapiens (Human)	388
O14841	OPLA_HUMAN	reviewed	5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase)	OPLAH	Homo sapiens (Human)	1288
P04001	OPSG_HUMAN	reviewed	Medium-wave-sensitive opsin 1 (Green cone photoreceptor pigment) (Green-sensitive opsin) (GOP)	OPN1MW GCP	Homo sapiens (Human)	364
O15496	PA2GX_HUMAN	reviewed	Group 10 secretory phospholipase A2 (EC 3.1.1.4) (Group X secretory phospholipase A2) (GX sPLA2) (sPLA2-X) (Phosphatidylcholine 2-acylhydrolase 10)	PLA2G10	Homo sapiens (Human)	165
P41222	PTGDS_HUMAN	reviewed	Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Beta-trace protein) (Cerebrin-28) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2)	PTGDS PDS	Homo sapiens (Human)	190
O14684	PTGES_HUMAN	reviewed	Prostaglandin E synthase (EC 5.3.99.3) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	PTGES MGST1L1 MPGES1 PGES PIG12	Homo sapiens (Human)	152
P01270	PTHY_HUMAN	reviewed	Parathyroid hormone (PTH) (Parathormone) (Parathyrin)	PTH	Homo sapiens (Human)	115
Q86W56	PARG_HUMAN	reviewed	Poly(ADP-ribose) glycohydrolase (EC 3.2.1.143)	PARG	Homo sapiens (Human)	976
Q01968	OCRL_HUMAN	reviewed	Inositol polyphosphate 5-phosphatase OCRL-1 (EC 3.1.3.36) (Lowe oculocerebrorenal syndrome protein)	OCRL INPP5F OCRL1	Homo sapiens (Human)	901
Q96E52	OMA1_HUMAN	reviewed	Metalloendopeptidase OMA1, mitochondrial (EC 3.4.24.-) (Metalloprotease-related protein 1) (MPRP-1) (Overlapping with the m-AAA protease 1 homolog)	OMA1 MPRP1	Homo sapiens (Human)	524
Q53FV1	ORML2_HUMAN	reviewed	ORM1-like protein 2 (Adoplin-2)	ORMDL2 HSPC160 MSTP095	Homo sapiens (Human)	153
Q8N138	ORML3_HUMAN	reviewed	ORM1-like protein 3	ORMDL3	Homo sapiens (Human)	153
Q9Y3B8	ORN_HUMAN	reviewed	Oligoribonuclease, mitochondrial (EC 3.1.-.-) (RNA exonuclease 2 homolog) (Small fragment nuclease)	REXO2 SFN SMFN CGI-114	Homo sapiens (Human)	237
Q9BXW6	OSBL1_HUMAN	reviewed	Oxysterol-binding protein-related protein 1 (ORP-1) (OSBP-related protein 1)	OSBPL1A ORP1 OSBP8 OSBPL1 OSBPL1B	Homo sapiens (Human)	950
Q3ZCN5	OTOGL_HUMAN	reviewed	Otogelin-like protein	OTOGL C12orf64	Homo sapiens (Human)	2332
Q6ZRI0	OTOG_HUMAN	reviewed	Otogelin	OTOG OTGN	Homo sapiens (Human)	2925
Q99489	OXDD_HUMAN	reviewed	D-aspartate oxidase (DASOX) (DDO) (EC 1.4.3.1)	DDO	Homo sapiens (Human)	341
P07988	PSPB_HUMAN	reviewed	Pulmonary surfactant-associated protein B (SP-B) (18 kDa pulmonary-surfactant protein) (6 kDa protein) (Pulmonary surfactant-associated proteolipid SPL(Phe))	SFTPB SFTP3	Homo sapiens (Human)	381
Q02218	ODO1_HUMAN	reviewed	2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (Alpha-ketoglutarate dehydrogenase)	OGDH	Homo sapiens (Human)	1023
P11177	ODPB_HUMAN	reviewed	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)	PDHB PHE1B	Homo sapiens (Human)	359
Q9UNK4	PA2GD_HUMAN	reviewed	Group IID secretory phospholipase A2 (GIID sPLA2) (sPLA2-IID) (EC 3.1.1.4) (PLA2IID) (Phosphatidylcholine 2-acylhydrolase 2D) (Secretory-type PLA, stroma-associated homolog)	PLA2G2D SPLASH	Homo sapiens (Human)	145
Q9BZM2	PA2GF_HUMAN	reviewed	Group IIF secretory phospholipase A2 (GIIF sPLA2) (sPLA2-IIF) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2F)	PLA2G2F	Homo sapiens (Human)	168
P18509	PACA_HUMAN	reviewed	Pituitary adenylate cyclase-activating polypeptide (PACAP) [Cleaved into: PACAP-related peptide (PRP-48); Pituitary adenylate cyclase-activating polypeptide 27 (PACAP-27) (PACAP27); Pituitary adenylate cyclase-activating polypeptide 38 (PACAP-38) (PACAP38)]	ADCYAP1	Homo sapiens (Human)	176
Q13093	PAFA_HUMAN	reviewed	Platelet-activating factor acetylhydrolase (PAF acetylhydrolase) (EC 3.1.1.47) (1-alkyl-2-acetylglycerophosphocholine esterase) (2-acetyl-1-alkylglycerophosphocholine esterase) (Group-VIIA phospholipase A2) (gVIIA-PLA2) (LDL-associated phospholipase A2) (LDL-PLA(2)) (PAF 2-acylhydrolase)	PLA2G7 PAFAH	Homo sapiens (Human)	441
P26599	PTBP1_HUMAN	reviewed	Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)	PTBP1 PTB	Homo sapiens (Human)	531
Q14914	PTGR1_HUMAN	reviewed	Prostaglandin reductase 1 (PRG-1) (EC 1.3.1.-) (15-oxoprostaglandin 13-reductase) (EC 1.3.1.48) (NADP-dependent leukotriene B4 12-hydroxydehydrogenase) (EC 1.3.1.74)	PTGR1 LTB4DH	Homo sapiens (Human)	329
Q7L5N7	PCAT2_HUMAN	reviewed	Lysophosphatidylcholine acyltransferase 2 (LPC acyltransferase 2) (LPCAT-2) (LysoPC acyltransferase 2) (EC 2.3.1.23) (1-acylglycerol-3-phosphate O-acyltransferase 11) (1-AGP acyltransferase 11) (1-AGPAT 11) (EC 2.3.1.51) (1-acylglycerophosphocholine O-acyltransferase) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 1) (Lysophosphatidic acid acyltransferase alpha) (LPAAT-alpha)	LPCAT2 AGPAT11 AYTL1	Homo sapiens (Human)	544
Q14916	NPT1_HUMAN	reviewed	Sodium-dependent phosphate transport protein 1 (Na(+)/PI cotransporter 1) (Na/Pi-4) (Renal Na(+)-dependent phosphate cotransporter 1) (Renal sodium-dependent phosphate transport protein 1) (Renal sodium-phosphate transport protein 1) (Sodium/phosphate cotransporter 1) (Solute carrier family 17 member 1)	SLC17A1 NPT1	Homo sapiens (Human)	467
P10515	ODP2_HUMAN	reviewed	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)	DLAT DLTA	Homo sapiens (Human)	647
Q9Y2G5	OFUT2_HUMAN	reviewed	GDP-fucose protein O-fucosyltransferase 2 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 2) (O-FucT-2)	POFUT2 C21orf80 FUT13 KIAA0958	Homo sapiens (Human)	429
Q9NZ20	PA2G3_HUMAN	reviewed	Group 3 secretory phospholipase A2 (EC 3.1.1.4) (Group III secretory phospholipase A2) (GIII sPLA2) (sPLA2-III) (Phosphatidylcholine 2-acylhydrolase 3)	PLA2G3	Homo sapiens (Human)	509
P14555	PA2GA_HUMAN	reviewed	Phospholipase A2, membrane associated (EC 3.1.1.4) (GIIC sPLA2) (Group IIA phospholipase A2) (Non-pancreatic secretory phospholipase A2) (NPS-PLA2) (Phosphatidylcholine 2-acylhydrolase 2A)	PLA2G2A PLA2B PLA2L RASF-A	Homo sapiens (Human)	144
Q9BZ23	PANK2_HUMAN	reviewed	Pantothenate kinase 2, mitochondrial (hPanK2) (EC 2.7.1.33) (Pantothenic acid kinase 2)	PANK2 C20orf48	Homo sapiens (Human)	570
P01579	IFNG_HUMAN	reviewed	Interferon gamma (IFN-gamma) (Immune interferon)	IFNG	Homo sapiens (Human)	166
P27352	IF_HUMAN	reviewed	Cobalamin binding intrinsic factor (Gastric intrinsic factor) (Intrinsic factor) (IF) (INF)	CBLIF GIF IFMH	Homo sapiens (Human)	417
Q969I3	GLYL1_HUMAN	reviewed	Glycine N-acyltransferase-like protein 1 (EC 2.3.1.68) (Acyl-CoA:glycine N-acyltransferase-like protein 1) (Glutamine N-acyltransferase)	GLYATL1 GNAT	Homo sapiens (Human)	302
Q96EK6	GNA1_HUMAN	reviewed	Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase)	GNPNAT1 GNA1	Homo sapiens (Human)	184
P46926	GNPI1_HUMAN	reviewed	Glucosamine-6-phosphate isomerase 1 (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase 1) (GNPDA 1) (GlcN6P deaminase 1) (Oscillin)	GNPDA1 GNPI HLN KIAA0060	Homo sapiens (Human)	289
Q8TDQ7	GNPI2_HUMAN	reviewed	Glucosamine-6-phosphate isomerase 2 (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase 2) (GNPDA 2) (GlcN6P deaminase 2) (Glucosamine-6-phosphate isomerase SB52)	GNPDA2 GNP2	Homo sapiens (Human)	276
P35052	GPC1_HUMAN	reviewed	Glypican-1 [Cleaved into: Secreted glypican-1]	GPC1	Homo sapiens (Human)	558
Q99527	GPER1_HUMAN	reviewed	G-protein coupled estrogen receptor 1 (Chemoattractant receptor-like 2) (Flow-induced endothelial G-protein coupled receptor 1) (FEG-1) (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30) (GPCR-Br) (IL8-related receptor DRY12) (Lymphocyte-derived G-protein coupled receptor) (LYGPR) (Membrane estrogen receptor) (mER)	GPER1 CEPR CMKRL2 DRY12 GPER GPR30	Homo sapiens (Human)	375
P05019	IGF1_HUMAN	reviewed	Insulin-like growth factor I (IGF-I) (Mechano growth factor) (MGF) (Somatomedin-C)	IGF1 IBP1	Homo sapiens (Human)	195
Q14410	GLPK2_HUMAN	reviewed	Glycerol kinase 2 (GK 2) (Glycerokinase 2) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 2) (Glycerol kinase, testis specific 2)	GK2 GKP2 GKTA	Homo sapiens (Human)	553
Q14409	GLPK3_HUMAN	reviewed	Glycerol kinase 3 (GK 3) (Glycerokinase 3) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 3) (Glycerol kinase 3 pseudogene) (Glycerol kinase, testis specific 1)	GK3P GKP3 GKTB	Homo sapiens (Human)	553
Q6ZS86	GLPK5_HUMAN	reviewed	Putative glycerol kinase 5 (GK 5) (Glycerokinase 5) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 5)	GK5	Homo sapiens (Human)	529
Q9NS18	GLRX2_HUMAN	reviewed	Glutaredoxin-2, mitochondrial	GLRX2 GRX2 CGI-133	Homo sapiens (Human)	164
Q9UHD0	IL19_HUMAN	reviewed	Interleukin-19 (IL-19) (Melanoma differentiation-associated protein-like protein) (NG.1)	IL19 ZMDA1	Homo sapiens (Human)	177
Q9UI32	GLSL_HUMAN	reviewed	Glutaminase liver isoform, mitochondrial (GLS) (EC 3.5.1.2) (L-glutaminase) (L-glutamine amidohydrolase)	GLS2 GA	Homo sapiens (Human)	602
P14672	GLUT4_HUMAN	reviewed	Solute carrier family 2, facilitated glucose transporter member 4 (Glucose transporter type 4, insulin-responsive) (GLUT-4)	SLC2A4 GLUT4	Homo sapiens (Human)	509
P34897	GLYM_HUMAN	reviewed	Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)	SHMT2	Homo sapiens (Human)	504
Q9P2T1	GMPR2_HUMAN	reviewed	GMP reductase 2 (GMPR 2) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 2) (Guanosine monophosphate reductase 2)	GMPR2	Homo sapiens (Human)	348
Q6NUI2	GPAT2_HUMAN	reviewed	Glycerol-3-phosphate acyltransferase 2, mitochondrial (GPAT-2) (EC 2.3.1.15) (xGPAT1)	GPAT2	Homo sapiens (Human)	795
Q53EU6	GPAT3_HUMAN	reviewed	Glycerol-3-phosphate acyltransferase 3 (GPAT-3) (EC 2.3.1.15) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 10) (AGPAT 10) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 9) (1-AGP acyltransferase 9) (1-AGPAT 9) (EC 2.3.1.51) (Acyl-CoA:glycerol-3-phosphate acyltransferase 3) (hGPAT3) (Lung cancer metastasis-associated protein 1) (Lysophosphatidic acid acyltransferase theta) (LPAAT-theta) (MAG-1)	GPAT3 AGPAT9 MAG1 HMFN0839 UNQ2753/PRO6492	Homo sapiens (Human)	434
Q9Y625	GPC6_HUMAN	reviewed	Glypican-6 [Cleaved into: Secreted glypican-6]	GPC6 UNQ369/PRO705	Homo sapiens (Human)	555
P21695	GPDA_HUMAN	reviewed	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic (GPD-C) (GPDH-C) (EC 1.1.1.8)	GPD1	Homo sapiens (Human)	349
Q9Y2I7	FYV1_HUMAN	reviewed	1-phosphatidylinositol 3-phosphate 5-kinase (Phosphatidylinositol 3-phosphate 5-kinase) (EC 2.7.1.150) (FYVE finger-containing phosphoinositide kinase) (PIKfyve) (Phosphatidylinositol 3-phosphate 5-kinase type III) (PIPkin-III) (Type III PIP kinase)	PIKFYVE KIAA0981 PIP5K3	Homo sapiens (Human)	2098
Q9BUM1	G6PC3_HUMAN	reviewed	Glucose-6-phosphatase 3 (G-6-Pase 3) (G6Pase 3) (EC 3.1.3.9) (Glucose-6-phosphatase beta) (G6Pase-beta) (Ubiquitous glucose-6-phosphatase catalytic subunit-related protein)	G6PC3 UGRP	Homo sapiens (Human)	346
P09912	IFI6_HUMAN	reviewed	Interferon alpha-inducible protein 6 (Interferon-induced protein 6-16) (Ifi-6-16)	IFI6 G1P3	Homo sapiens (Human)	130
P47871	GLR_HUMAN	reviewed	Glucagon receptor (GL-R)	GCGR	Homo sapiens (Human)	477
Q7Z3D6	GLUCM_HUMAN	reviewed	D-glutamate cyclase, mitochondrial (EC 4.2.1.48)	DGLUCY C14orf159 UNQ2439/PRO5000	Homo sapiens (Human)	616
P18510	IL1RA_HUMAN	reviewed	Interleukin-1 receptor antagonist protein (IL-1RN) (IL-1ra) (IRAP) (ICIL-1RA) (IL1 inhibitor) (Anakinra)	IL1RN IL1F3 IL1RA	Homo sapiens (Human)	177
P05231	IL6_HUMAN	reviewed	Interleukin-6 (IL-6) (B-cell stimulatory factor 2) (BSF-2) (CTL differentiation factor) (CDF) (Hybridoma growth factor) (Interferon beta-2) (IFN-beta-2)	IL6 IFNB2	Homo sapiens (Human)	212
P36959	GMPR1_HUMAN	reviewed	GMP reductase 1 (GMPR 1) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 1) (Guanosine monophosphate reductase 1)	GMPR GMPR1	Homo sapiens (Human)	345
Q5JWF2	GNAS1_HUMAN	reviewed	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas (Adenylate cyclase-stimulating G alpha protein) (Extra large alphas protein) (XLalphas)	GNAS GNAS1	Homo sapiens (Human)	1037
O15228	GNPAT_HUMAN	reviewed	Dihydroxyacetone phosphate acyltransferase (DAP-AT) (DHAP-AT) (EC 2.3.1.42) (Acyl-CoA:dihydroxyacetonephosphateacyltransferase) (Glycerone-phosphate O-acyltransferase)	GNPAT DAPAT DHAPAT	Homo sapiens (Human)	680
Q14749	GNMT_HUMAN	reviewed	Glycine N-methyltransferase (EC 2.1.1.20)	GNMT	Homo sapiens (Human)	295
Q92945	FUBP2_HUMAN	reviewed	Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP) (p75)	KHSRP FUBP2	Homo sapiens (Human)	711
Q11130	FUT7_HUMAN	reviewed	Alpha-(1,3)-fucosyltransferase 7 (EC 2.4.1.-) (Fucosyltransferase 7) (Fucosyltransferase VII) (Fuc-TVII) (FucT-VII) (Galactoside 3-L-fucosyltransferase) (Selectin ligand synthase)	FUT7	Homo sapiens (Human)	342
P35575	G6PC_HUMAN	reviewed	Glucose-6-phosphatase (G-6-Pase) (G6Pase) (EC 3.1.3.9) (Glucose-6-phosphatase alpha) (G6Pase-alpha)	G6PC G6PT	Homo sapiens (Human)	357
Q96A11	G3ST3_HUMAN	reviewed	Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal3ST3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)	GAL3ST3	Homo sapiens (Human)	431
Q9Y223	GLCNE_HUMAN	reviewed	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (UDP-GlcNAc-2-epimerase/ManAc kinase) [Includes: UDP-N-acetylglucosamine 2-epimerase (hydrolyzing) (EC 3.2.1.183) (UDP-GlcNAc-2-epimerase) (Uridine diphosphate-N-acetylglucosamine-2-epimerase); N-acetylmannosamine kinase (EC 2.7.1.60) (ManAc kinase)]	GNE GLCNE	Homo sapiens (Human)	722
P01344	IGF2_HUMAN	reviewed	Insulin-like growth factor II (IGF-II) (Somatomedin-A) (T3M-11-derived growth factor) [Cleaved into: Insulin-like growth factor II; Insulin-like growth factor II Ala-25 Del; Preptin]	IGF2 PP1446	Homo sapiens (Human)	180
P40933	IL15_HUMAN	reviewed	Interleukin-15 (IL-15)	IL15	Homo sapiens (Human)	162
P01584	IL1B_HUMAN	reviewed	Interleukin-1 beta (IL-1 beta) (Catabolin)	IL1B IL1F2	Homo sapiens (Human)	269
Q9NZD2	GLTP_HUMAN	reviewed	Glycolipid transfer protein (GLTP)	GLTP	Homo sapiens (Human)	209
P36969	GPX4_HUMAN	reviewed	Phospholipid hydroperoxide glutathione peroxidase (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4)	GPX4	Homo sapiens (Human)	197
Q9NX62	IMPA3_HUMAN	reviewed	Inositol monophosphatase 3 (IMP 3) (IMPase 3) (EC 3.1.3.25) (EC 3.1.3.7) (Golgi 3-prime phosphoadenosine 5-prime phosphate 3-prime phosphatase) (Golgi-resident PAP phosphatase) (gPAPP) (Inositol monophosphatase domain-containing protein 1) (Inositol-1(or 4)-monophosphatase 3) (Myo-inositol monophosphatase A3)	IMPAD1 IMPA3	Homo sapiens (Human)	359
P08476	INHBA_HUMAN	reviewed	Inhibin beta A chain (Activin beta-A chain) (Erythroid differentiation protein) (EDF)	INHBA	Homo sapiens (Human)	426
O95050	INMT_HUMAN	reviewed	Indolethylamine N-methyltransferase (Indolamine N-methyltransferase) (EC 2.1.1.49) (EC 2.1.1.96) (Aromatic alkylamine N-methyltransferase) (Amine N-methyltransferase) (Arylamine N-methyltransferase) (Thioether S-methyltransferase) (TEMT)	INMT	Homo sapiens (Human)	263
Q9NPH2	INO1_HUMAN	reviewed	Inositol-3-phosphate synthase 1 (IPS 1) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (MI-1-P synthase) (MIP synthase) (hIPS) (Myo-inositol 1-phosphate synthase A1) (hINO1)	ISYNA1 INO1	Homo sapiens (Human)	558
Q96PE3	INP4A_HUMAN	reviewed	Type I inositol 3,4-bisphosphate 4-phosphatase (EC 3.1.3.66) (Inositol polyphosphate 4-phosphatase type I)	INPP4A	Homo sapiens (Human)	977
O15327	INP4B_HUMAN	reviewed	Type II inositol 3,4-bisphosphate 4-phosphatase (EC 3.1.3.66) (Inositol polyphosphate 4-phosphatase type II)	INPP4B	Homo sapiens (Human)	924
Q9NRR6	INP5E_HUMAN	reviewed	72 kDa inositol polyphosphate 5-phosphatase (EC 3.1.3.36) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (Phosphatidylinositol polyphosphate 5-phosphatase type IV)	INPP5E	Homo sapiens (Human)	644
P49441	INPP_HUMAN	reviewed	Inositol polyphosphate 1-phosphatase (IPP) (IPPase) (EC 3.1.3.57)	INPP1	Homo sapiens (Human)	399
P06213	INSR_HUMAN	reviewed	Insulin receptor (IR) (EC 2.7.10.1) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta]	INSR	Homo sapiens (Human)	1382
Q9NRM0	GTR9_HUMAN	reviewed	Solute carrier family 2, facilitated glucose transporter member 9 (Glucose transporter type 9) (GLUT-9)	SLC2A9 GLUT9	Homo sapiens (Human)	540
Q04637	IF4G1_HUMAN	reviewed	Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1) (p220)	EIF4G1 EIF4F EIF4G EIF4GI	Homo sapiens (Human)	1599
Q9HCL2	GPAT1_HUMAN	reviewed	Glycerol-3-phosphate acyltransferase 1, mitochondrial (GPAT-1) (EC 2.3.1.15)	GPAM GPAT1 KIAA1560	Homo sapiens (Human)	828
Q86UL3	GPAT4_HUMAN	reviewed	Glycerol-3-phosphate acyltransferase 4 (EC 2.3.1.15) (1-acylglycerol-3-phosphate O-acyltransferase 6) (1-AGP acyltransferase 6) (1-AGPAT 6) (Acyl-CoA:glycerol-3-phosphate acyltransferase 4) (Lysophosphatidic acid acyltransferase zeta) (LPAAT-zeta) (Testis spermatogenesis apoptosis-related protein 7) (TSARG7)	GPAT4 AGPAT6 TSARG7 UNQ551/PRO1108	Homo sapiens (Human)	456
P78333	GPC5_HUMAN	reviewed	Glypican-5 [Cleaved into: Secreted glypican-5]	GPC5	Homo sapiens (Human)	572
Q8N158	GPC2_HUMAN	reviewed	Glypican-2 [Cleaved into: Secreted glypican-2]	GPC2	Homo sapiens (Human)	579
P22732	GTR5_HUMAN	reviewed	Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine) (GLUT-5)	SLC2A5 GLUT5	Homo sapiens (Human)	501
Q9NY64	GTR8_HUMAN	reviewed	Solute carrier family 2, facilitated glucose transporter member 8 (Glucose transporter type 8) (GLUT-8) (Glucose transporter type X1)	SLC2A8 GLUT8 GLUTX1	Homo sapiens (Human)	477
P04062	GLCM_HUMAN	reviewed	Lysosomal acid glucosylceramidase (Lysosomal acid GCase) (EC 3.2.1.45) (Acid beta-glucosidase) (Alglucerase) (Beta-glucocerebrosidase) (Beta-GC) (Cholesterol glucosyltransferase) (SGTase) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase) (EC 3.2.1.104) (D-glucosyl-N-acylsphingosine glucohydrolase) (Imiglucerase)	GBA GC GLUC	Homo sapiens (Human)	536
Q16775	GLO2_HUMAN	reviewed	Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)	HAGH GLO2 HAGH1	Homo sapiens (Human)	308
P25963	IKBA_HUMAN	reviewed	NF-kappa-B inhibitor alpha (I-kappa-B-alpha) (IkB-alpha) (IkappaBalpha) (Major histocompatibility complex enhancer-binding protein MAD3)	NFKBIA IKBA MAD3 NFKBI	Homo sapiens (Human)	317
P32189	GLPK_HUMAN	reviewed	Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)	GK	Homo sapiens (Human)	559
Q86SX6	GLRX5_HUMAN	reviewed	Glutaredoxin-related protein 5, mitochondrial (Monothiol glutaredoxin-5)	GLRX5 C14orf87	Homo sapiens (Human)	157
P14314	GLU2B_HUMAN	reviewed	Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH)	PRKCSH G19P1	Homo sapiens (Human)	528
